1.8,-0.26,0.049,-0.661,-0.306,-0.464,-0.714,-2.133,-2.149,-3.908
-0.26,2.884,0.443,-0.561,-0.107,-0.532,-0.407,-2.175,-0.885,-3.661
0.049,0.443,3.861,-0.53,-0.086,-0.411,-0.052,-1.408,-2.613,-2.771
-0.661,-0.561,-0.53,0.693,-0.508,-1.489,-1.063,-2.239,-1.684,-2.972
-0.306,-0.107,-0.086,-0.508,2.863,-0.61,-0.36,-1.682,-0.749,-3.407
-0.464,-0.532,-0.411,-1.489,-0.61,1.904,-0.406,-2.499,-3.521,-2.777
-0.714,0.407,0.052,-1.063,-0.36,-0.406,3.737,INF,INF,INF
