3.217,-1.057,-0.172,-0.174,-0.461,-0.234,-0.277,-1.315,-0.861,-4.22
-1.057,3.737,-0.499,-1.337,-0.95,-0.277,-0.709,INF,INF,INF
-0.172,-0.499,1.213,-1.169,-1.393,-0.53,-1.008,-2.307,-1.521,-2.996
-0.174,-1.337,-1.169,1.92,-1.321,-0.274,-0.899,-2.164,-1.671,1.104
-0.461,-0.95,-1.393,-1.321,1.333,-0.471,-1.326,-2.286,-2.553,-4.531
-0.234,-0.277,-0.53,-0.274,-0.471,3.476,-0.69,INF,INF,INF
-0.277,-0.709,-1.008,-0.899,-1.326,-0.69,1.048,-2.303,-1.776,-3.045
